"Code d'organisme";"Nom d'organisme officiel";"Code organisme responsable";"Adresse de courrier electronique";"Adresse de site WEB";"Ordre d'appartenance";"Réseau d'enseignement";"Type d'organisme";"Numéro de téléphone";"Numéro de poste téléphone";"Numéro de télécopieur";"Nom du directeur";"Prénom du directeur";"Appellation";"Titre de l'intervenant";"Circonscription électorale provinciale";"Code postal de l'adresse géographique";"Numéro - nom de rue et casier postal de l'adresse postale";"Région administrative";"Latitude";"Longitude";"Municipalité de l'adresse géographique";"Français";"Anglais";
"841047";"École Jean-Duceppe";"841000";"jean-duceppe@csaffluents.qc.ca";"";"3";"Public";"École";"4504923583";"1047";"(450) 582-9772";"Lafond";"Odette";"Mme.";"Directrice";"60";"J5Z4V3";"610, rue Jean-Duceppe";"14";"45.769";"-73.474";"12";"Oui";"Non";
"792047";"École Jean-du-Nord / Manikoutai";"792000";"";"";"4";"Public";"École";"4189642811";"";"(418) 968-4033";"Madore";"Lise";"Mme.";"Directrice d'école";"34";"G4R1J4";"110, rue Comeau";"9";"50.224";"-66.396";"57";"Oui";"Non";
"723142";"École Jean-Fortin, La Source";"723000";"jean-fortin@csrsaguenay.qc.ca";"";"3";"Public";"École";"4186150065";"";"(418) 673-6433";"Deschênes";"Sonia";"Mme.";"";"33";"G0V1L0";"560, rue de l'Aéroport";"2";"46.819";"-71.969";"STHonoré";"Oui";"Non";
"722009";"École Jean-Gauthier";"722000";"jean-gauthier@cslsj.qc.ca";"";"4";"Public";"École";"4186696069";"";"(418) 669-6369";"Tadros";"Jean-François";"M.";"Directeur";"54";"G8E2L1";"441, rue Joseph-W.-Fleury";"2";"48.618";"-71.747";"29";"Oui";"Non";
"763020";"École Jean-Grou";"763000";"direction.ecoleJean-Grou@csmb.qc.ca";"";"3";"Public";"École";"5147471260";"";"(514) 747-8281";"9";"35";"Mme.";"Directrice";"2";"H4L1N8";"805, rue Tassé";"6";"45.506";"-73.675";"0";"Oui";"Non";
"866055";"École Jean-Jacques-Bertrand";"866000";"s055@csvdc.qc.ca";"www.jjb.csvdc.qc.ca";"4";"Public";"École";"4502933181";"";"(450) 293-2529";"Bachand";"0";"M.";"Directeur d'école";"17";"J2N2B8";"255, rue Saint-André Sud";"16";"45.275";"-72.987";"Farnham";"Oui";"Non";
"867013";"École Jean-Leman";"867000";"jeanleman@csdgs.qc.ca";"";"3";"Public";"École";"5143808899";"4131";"(450) 659-3124";"Lachapelle-Perron";"Christiane";"Mme.";"Directrice d'école";"59";"J5R4W3";"4, avenue Champagne";"16";"45.368";"-73.511";"Candiac";"Oui";"Non";
"831085";"École Jean-Lemonde";"831000";"jean-lemonde@cslaval.qc.ca";"";"3";"Public";"École";"4506627000";"5390";"(450) 689-5062";"5";"Geoffroy";"M.";"Directeur";"35";"H7X1H3";"400, boulevard Sainte-Dorothée";"13";"45.538";"-73.81";"2";"Oui";"Non";
"852019";"École Jean-Moreau";"852000";"";"www.csrdn.qc.ca/ecole2.asp?ID=301";"3";"Public";"École";"4504380717";"";"(450) 438-4039";"Carbone";"Danièle";"Mme.";"Directrice";"98";"J5J1M9";"2334, rue Saint-Joseph";"15";"45.822";"-73.942";"STESophie";"Oui";"Non";
"821156";"École Jeanne-De Chantal";"821000";"jeanne-de-chantal@cscotesud.qc.ca";"www.cscotesud.qc.ca/section/etablissement/primaire/pole05/156_jeanne.html";"3";"Public";"École";"4182475313";"";"(418) 247-6206";"0";"20";"Mme.";"Directrice";"28";"G0R1X0";"88, rue Monseigneur-Bernier";"12";"46.737";"-70.579";"L'Islet";"Oui";"Non";
"762131";"École Jeanne-LeBer";"762000";"jleber@csdm.qc.ca";"csdm.qc.ca/jeanneleber/";"3";"Public";"École";"5145965788";"";"(514) 596-3441";"30";"Julie-Dominique";"Mme.";"Directrice";"101";"H3K1Z7";"2120, rue Favard";"6";"45.48";"-73.559";"0";"Oui";"Non";
"762265";"École Jeanne-Mance";"762000";"jmance@csdm.qc.ca";"www.csdm.qc.ca/jeanne-mance";"4";"Public";"École";"5145965815";"";"(514) 596-5818";"Marquis";"Andrée";"Mme.";"Directrice";"74";"H2H1Z5";"4240, rue de Bordeaux";"6";"45.539";"-73.566";"0";"Oui";"Non";
"863033";"École Jeanne-Mance";"863000";"epjeannemance@csdhr.qc.ca";"jeannemance.e.csdhr.qc.ca";"3";"Public";"École";"4504607878";"";"(450) 460-5325";"Derome";"6";"Mme.";"";"44";"J0L1P0";"43, rue Girard";"16";"45.493";"-73.353";"STEAngèle-de-Monnoir";"Oui";"Non";
"873053";"École Jeanne-Mance";"873000";"direction.jeannemance@csdeschenes.qc.ca";"jeanne-mance.csdc.qc.ca/";"4";"Public";"École";"8194740753";"";"(819) 474-0856";"Grégoire";"31";"M.";"Directeur";"32";"J2B6A2";"45, avenue des Frères";"17";"45.863";"-72.507";"14";"Oui";"Non";
"721035";"École Jeanne-Mance/Pie XII";"721000";"RenaldC@cspaysbleuets.qc.ca";"www.cspaysbleuets.qc.ca/ecoles/stfelicien/prime/";"3";"Public";"École";"4182750053";"2180";"(418) 251-3931";"Rénald";"Claude";"M.";"Directeur";"96";"G8J1T3";"623, rue Principale";"2";"48.591";"-72.33";"STPrime";"Oui";"Non";
"761054";"École Jean-Nicolet";"761000";"jean-nicolet-dir@cspi.qc.ca";"www.cspi.qc.ca/jn/";"3";"Public";"École";"5143283560";"";"(514) 328-3562";"Urbain";"Christian";"M.";"Directeur";"15";"H1G4Y3";"11235, avenue Salk";"6";"45.621";"-73.608";"0";"Oui";"Non";
"831118";"École Jean-Piaget";"831000";"jean-piaget@cslaval.qc.ca";"www.cslaval.qc.ca/jean-piaget/";"7";"Public";"École";"4506627000";"5420";"(450) 686-6411";"Grenon";"37";"M.";"Directeur";"26";"H7P1V1";"3150, boulevard Dagenais Ouest";"13";"45.56";"-73.79";"2";"Oui";"Non";
"873050";"École Jean-Raimbault";"873000";"direction.jeanraimbault@csdeschenes.qc.ca";"jean-raimbault.csdc.qc.ca/";"4";"Public";"École";"8194740750";"";"(819) 474-0838";"Langlois";"37";"M.";"Directeur";"50";"J2C2W1";"175, rue Pelletier Case postale 633";"17";"45.896";"-72.516";"14";"Oui";"Non";
"722240";"École Jean XXIII";"722000";"jean-23@cslsj.qc.ca";"";"3";"Public";"École";"4186696030";"";"(418) 669-6330";"T.Simard";"Lynda";"Mme.";"Directrice";"54";"G8G2J4";"350, rue Saint-Jean";"2";"48.42";"-71.872";"Métabetchouan--Lac-à-la-Croix";"Oui";"Non";
"863001";"École Jean XXIII";"863000";"epjeanxxiii@csdhr.qc.ca";"jeanxxiii.e.csdhr.qc.ca";"3";"Public";"École";"4502938106";"";"(450) 293-8107";"Ricard";"Marie-France";"Mme.";"Directrice";"44";"J0E1E0";"273, rue Saint-Joseph";"16";"45.437";"-72.885";"Ange-Gardien";"Oui";"Non";
"732023";"École Jean-XXIII";"732000";"ecole.jean-xxiii@cscapitale.qc.ca";"cscapitale-ecole-jean-xxiii.ca/";"3";"Public";"École";"4186864040";"4023";"(418) 527-1102";"28";"Carole";"Mme.";"Directrice";"118";"G1P3B9";"3690, rue Antonin-Marquis";"3";"46.819";"-71.325";"1";"Oui";"Non";
"752010";"École Jean-XXIII";"752000";"jeanxxiii@csrs.qc.ca";"www.csrs.qc.ca/etablissements";"3";"Public";"École";"8198225658";"31006";"(819) 823-3231";"Laroche";"15";"Mme.";"Directrice";"110";"J1H3B3";"875, rue Thibault";"5";"45.397";"-71.888";"5";"Oui";"Non";
"831042";"École Jean-XXIII";"831000";"jean-XXIII@cslaval.qc.ca";"";"3";"Public";"École";"4506627000";"5450";"(450) 661-5768";"13";"35";"Mme.";"Directrice";"75";"H7C1C6";"4561, rue de la Fabrique";"13";"45.628";"-73.656";"2";"Oui";"Non";
"841018";"École Jean-XXIII";"841000";"jeanXXIII@csaffluents.qc.ca";"";"3";"Public";"École";"4504923533";"1018";"(450) 581-4187";"Lefrançois";"7";"M.";"Directeur";"90";"J6A1V5";"185, rue du Curé-Longpré";"14";"45.736";"-73.457";"12";"Oui";"Non";
"854010";"École Jean-XXIII";"854000";"st-pierre.monick@cspn.qc.ca";"";"3";"Public";"École";"8196234310";"4901";"(819) 623-6443";"31";"Monick";"Mme.";"Directrice";"53";"J9L2H5";"525, rue Achim";"15";"46.552";"-75.466";"MTLaurier";"Oui";"Non";
"867006";"École Jean-XXIII";"867000";"jeanxxiii@csdgs.qc.ca";"";"3";"Public";"École";"5143808899";"4061";"(450) 659-2960";"Boulet";"Madeleine";"Mme.";"Directrice d'école";"59";"J5R2W3";"415, rue Longtin";"16";"45.368";"-73.511";"44";"Oui";"Non";
"721053";"École Jean XXIII/Saint-Lucien";"721000";"mailhotc@cspaysbleuets.qc.ca";"www.cspaysbleuets.qc.ca/ecoles/normandin/sth/";"3";"Public";"École";"4182768735";"3100";"(418) 274-4032";"Mailhot";"6";"Mme.";"Directrice";"96";"G0W1P0";"47, avenue du Moulin";"2";"46.819";"-71.969";"STThomas-Didyme";"Oui";"Non";
"873024";"École Jésus-Adolescent et Roméo-Salois";"873000";"direction.romeosalois@csdeschenes.qc.ca";"jars.csdc.qc.ca/";"3";"Public";"École";"8198501631";"";"(819) 850-1693";"Gamache";"14";"Mme.";"Directrice";"50";"J0C1K0";"303, rue Saint-Pierre";"17";"45.995";"-72.348";"STGermain-de-Grantham";"Oui";"Non";
"868004";"École Jésus-Marie";"868000";"jesus-marie@csvt.qc.ca";"";"3";"Public";"École";"4504293388";"5400";"(450) 429-7812";"24";"17";"Mme.";"Directrice";"8";"J6N1Z3";"25, rue Saint-Joseph";"16";"45.322";"-73.836";"Beauharnois";"Oui";"Non";
"226501";"École Jésus-Marie de Beauceville";"226500";"secretariat@ejm.qc.ca";"www.ejm.qc.ca";"4";"Privé";"Installation";"4187743709";"";"(418) 774-5749";"Provençal";"Luc";"M.";"";"6";"G5X3P6";"670, 9e Avenue";"12";"46.213";"-70.784";"Beauceville";"Oui";"Non";
"851283";"École Jeunes du monde";"851000";"jeunesdumonde@cssmi.qc.ca";"";"3";"Public";"École";"4506215642";"";"(450) 621-0712";"Mayer";"17";"Mme.";"Directrice d'école";"114";"J6Y1R2";"452, rue de Neuilly";"14";"45.694";"-73.8";"10";"Oui";"Non";
"881325";"École Jimmy Sandy Memorial";"881000";"";"www.cqsb.qc.ca/jsms";"16";"Public";"Centre éducation des adultes";"4185853811";"";"(418) 585-3347";"Tootoosis";"Curtis";"M.";"";"34";"G0G2Z0";"1025, rue Naskapi Case postale 5152";"9";"52.209";"-63.573";"Kawawachikamach";"Oui";"Oui";
"831053";"École J.-Jean-Joubert";"831000";"j-jean-joubert@cslaval.qc.ca";"";"3";"Public";"École";"4506627000";"5360";"(450) 662-7038";"Desrosiers";"6";"Mme.";"Directrice";"62";"H7G2P8";"1775, rue Rochefort";"13";"45.591";"-73.694";"2";"Oui";"Non";
"511501";"École JMC";"511500";"lsawaf@gmail.com";"www.ecolejmc.ca";"7";"Privé";"Installation";"5149569559";"";"";"Sawaf";"Layla";"Mme.";"Directrice";"105";"H4R1B7";"5919, boulevard Henri-Bourassa Ouest";"6";"45.504";"-73.721";"0";"Oui";"Non";
"884003";"École John-Adam Memorial";"884000";"";"";"3";"Public";"École";"4506320620";"";"(450) 632-2793";"Hunter";"Mervin";"M.";"Directeur";"59";"J5B1L7";"120, Montée des Bouleaux";"16";"45.386";"-73.551";"Delson";"Non";"Oui";
"763237";"École John-F.- Kennedy";"763000";"direction.john-f-kennedy@csmb.qc.ca";"www2.csmb.qc.ca/jfk/";"7";"Public";"École";"5148554204";"";"(514) 697-9914";"Lemire";"Myriam";"Mme.";"Directrice";"46";"H9W2E2";"215, avenue Elm";"6";"45.434";"-73.848";"31";"Oui";"Non";
"027600";"École Johnny Pilot du conseil des Montagnais de Sept-Iles et Maliotenam";"";"ecolejohnnypilot@globetrotter.net";"";"3";"Gouvernemental";"École gouvernementale";"4189625777";"";"(418) 961-2666";"Pinette";"35";"Mme.";"Directrice";"34";"G4R5V2";"100, Pashin C.P. 8000";"9";"50.224";"-66.396";"57";"Oui";"Non";
"865102";"École Jolivent";"865000";"jolivent@csp.qc.ca";"jolivent.csp.qc.ca/";"3";"Public";"École";"4504672366";"";"(450) 467-2720";"Vézina";"37";"M.";"Directeur";"14";"J3G3R6";"330, boulevard Cartier";"16";"45.587";"-73.201";"Beloeil";"Oui";"Non";
"721014";"École Jolivent/L'Arbrisseau";"721000";"tremblayjo@cspaysbleuets.qc.ca";"www.recit.cspaysbleuets.qc.ca/jolivent_arbrisseau";"3";"Public";"École";"4182754330";"1300";"(418) 342-8669";"0";"Joël";"M.";"Directeur";"96";"G0W1G0";"1536, rue Principale";"2";"46.819";"-71.969";"Chambord";"Oui";"Non";
"763012";"École Jonathan";"763000";"direction.jonathan@csmb.qc.ca";"www2.csmb.qc.ca/jonathan/";"3";"Public";"École";"5147482460";"";"(514) 747-9032";"Bacher";"Natascha";"Mme.";"Directrice";"105";"H4L3L3";"705, boulevard Décarie";"6";"45.506";"-73.675";"0";"Oui";"Non";
"763208";"École Jonathan-Wilson";"763000";"direction.jonathan-wilson@csmb.qc.ca";"";"3";"Public";"École";"5148554242";"";"(514) 624-5030";"1";"Ian";"M.";"Directeur";"80";"H9C2L8";"3243, boulevard Chevremont";"6";"45.498";"-73.878";"0";"Oui";"Non";
"869020";"École José-Maria";"869000";"Jmaria@cstrois-lacs.qc.ca";"";"3";"Public";"École";"5144538201";"2420";"(514) 453-6801";"Moïse";"12";"M.";"Directeur d'école";"119";"J7V3N2";"75, 7e Avenue";"16";"45.377";"-73.946";"Terrasse-Vaudreuil";"Oui";"Non";
"863059";"École Joseph-Amédée-Bélanger";"863000";"epjabelanger@csdhr.qc.ca";"jab.e.csdhr.qc.ca";"3";"Public";"École";"4503484747";"";"(450) 348-5099";"Béliveau";"Jean-Pierre";"M.";"";"103";"J3B6M9";"151, rue Notre-Dame";"16";"45.287";"-73.258";"11";"Oui";"Non";
"762225";"École Joseph-Charbonneau";"762000";"jcharbonneau@csdm.qc.ca";"www.csdm.qc.ca/joseph-charbonneau/";"4";"Public";"École";"5145964350";"";"(514) 596-7542";"Ramacieri";"Linda (intérim)";"Mme.";"Directrice";"61";"H2E1Z6";"8200, rue Rousselot";"6";"45.552";"-73.626";"0";"Oui";"Non";
"864030";"École Joseph-De Sérigny";"864000";"joseph_deserigny@csmv.qc.ca";"educ.csmv.qc.ca/joseph_deserigny/";"3";"Public";"École";"4504681247";"";"(450) 468-1131";"Rivière";"Jean";"M.";"Directeur d'école primaire";"112";"J4J1W3";"1000, chemin du Lac";"16";"45.534";"-73.486";"4";"Oui";"Non";
"732160";"École Joseph-François-Perrault";"732000";"ecole.jfperrault@cscapitale.qc.ca";"www.cscapitale.qc.ca/jfperrault/";"4";"Public";"École";"4186864040";"4060";"(418) 525-8195";"Drolet";"Monique";"Mme.";"Directrice";"113";"G1R1T2";"140, chemin Sainte-Foy";"3";"46.812";"-71.214";"1";"Oui";"Non";
"762262";"École Joseph-François-Perrault";"762000";"jfperrault@csdm.qc.ca";"www.csdm.qc.ca/jfp/";"4";"Public";"École";"5145964620";"";"(514) 596-7340";"Dionne";"10";"M.";"";"122";"H2A1L9";"7450, rue François-Perrault";"6";"45.566";"-73.6";"0";"Oui";"Non";
"763209";"École Joseph-Henrico";"763000";"direction.joseph-henrico@csmb.qc.ca";"www2.csmb.qc.ca/jhenrico/";"3";"Public";"École";"5148554213";"";"(514) 457-3217";"Rémillard-Longtin";"Benoît";"M.";"Directeur";"46";"H9X3C9";"20, rue Maughan";"6";"45.43";"-73.922";"Baie-D'Urfé";"Oui";"Non";
"866052";"École Joseph-Hermas-Leclerc";"866000";"s052@csvdc.qc.ca";"www.jhl.csvdc.qc.ca";"4";"Public";"École";"4503789981";"";"(450) 378-4140";"Lacourse";"Chhistian";"M.";"Directeur d'école";"-1";"J2G9H7";"1111, rue Simonds Sud Case postale 8000";"16";"45.389";"-72.749";"16";"Oui";"Non";
"863057";"École Joséphine-Dandurand";"863000";"esbeaulieu@csdhr.qc.ca";"beaulieu.e.csdhr.qc.ca";"4";"Public";"École";"4503463652";"";"(450) 347-6523";"10";"20";"Mme.";"Directrice";"103";"J3B5N9";"90, rue Mackenzie-King";"16";"45.287";"-73.258";"11";"Oui";"Non";
"734058";"École Joseph-Paquin";"734000";"jpaquin@csdps.qc.ca";"polyvalentedecharlesboug.csdps.qc.ca";"7";"Public";"École";"4186227884";"";"(418) 622-7946";"Element";"2";"Mme.";"Directrice d'école";"21";"G1H1Y1";"465, 64e Rue Est";"3";"46.843";"-71.243";"1";"Oui";"Non";
"866022";"École Joseph-Poitevin";"866000";"p022@csvdc.qc.ca";"www.j-poitevin.csvdc.qc.ca";"3";"Public";"École";"4507773804";"";"(450) 777-4253";"St-Laurent";"35";"Mme.";"Directrice d'école";"39";"J2H2K7";"831, rue Saint-Hubert";"16";"45.391";"-72.691";"16";"Oui";"Non";
"823044";"École Jouvence";"823000";"jouvence@csbe.qc.ca";"recit.csbe.qc.ca/jouvence/";"3";"Public";"École";"4182285541";"7143";"(418) 593-3680";"L. Roy";"15";"Mme.";"";"7";"G0M1M0";"12, rue des Lilas";"12";"45.847";"-70.642";"STEAurélie";"Oui";"Non";
"762171";"École Judith-Jasmin";"762000";"jjasmin@csdm.qc.ca";"judithJasmin.wordpress.com";"3";"Public";"École";"5145964404";"";"(514) 789-2419";"Mainville";"Dominique";"Mme.";"Directrice";"82";"H4B2G3";"4575, avenue Mariette";"6";"45.464";"-73.631";"0";"Oui";"Non";
"732024";"École Jules-Émond / Amédée-Boutin";"732000";"ecole.julesemond@cscapitale.qc.ca";"recitcscapitale.ca/amedeeb_jemond/";"3";"Public";"École";"4186864040";"4024";"(418) 847-7307";"Bouffard";"Luc";"M.";"Directeur";"56";"G3K1T4";"1065, avenue de la Montagne Est";"3";"46.848";"-71.428";"1";"Oui";"Non";
"761055";"École Jules-Verne";"761000";"jules-verne-dir@cspi.qc.ca";"www.cspi.qc.ca/jv/";"3";"Public";"École";"5143283565";"";"(514) 328-3569";"Chabot";"Marc-André";"M.";"Directeur";"15";"H1G5X4";"11811, avenue P.-M.-Favier";"6";"45.621";"-73.608";"0";"Oui";"Non";
"689009";"École Kegaska";"689000";"netagamiou@csdulittoral.qc.ca";"";"7";"Public";"École";"4187263283";"";"(418) 726-3623";"Robertson";"Philip";"M.";"";"34";"G0G1S0";"Kegaska";"9";"52.209";"-63.573";"63";"Non";"Oui";
"823080";"École Kennebec";"823000";"kennebec@csbe.qc.ca";"www.csbe.qc.ca/MyScriptorWeb/scripto.asp?resultat=665442";"3";"Public";"École";"4182285541";"7161";"(418) 685-3043";"2";"Karina";"Mme.";"Directrice";"7";"G0M1J0";"1519, 19e Rue";"12";"45.847";"-70.642";"STCôme--Linière";"Oui";"Non";
"769130";"École Kiluutaq";"769000";"";"www.kativik.net/kiluutaq/";"7";"Public";"École";"8193317060";"";"(819) 331-7025";"Payette";"Nicolas";"M.";"Directeur";"116";"J0M1Y0";"Umiujaq";"10";"53.518";"-74.522";"Umiujaq";"Oui";"Oui";
"782016";"École Kinojévis";"782000";"mcwatters@csrn.qc.ca";"";"3";"Public";"École";"8197621127";"1016";"(819) 764-7170";"Houle";"18";"Mme.";"Directrice d'école primaire";"99";"J9Y0G8";"70, rue des Oblats Est C.P. 908";"8";"48.386";"-79.024";"26";"Oui";"Non";
"867041";"École Laberge";"867000";"laberge@csdgs.qc.ca";"";"3";"Public";"École";"5143808899";"4411";"(450) 698-5007";"Forcier";"Mélanie";"Mme.";"Directrice d'école";"23";"J6J1S1";"315, rue Rideau";"16";"45.369";"-73.714";"22";"Oui";"Non";
"742036";"École Lac-à-la-Tortue - Saint-Georges-de-Champlain";"742000";"dsavio@csenergie.qc.ca";"www.csenergie.qc.ca";"3";"Public";"École";"8195362446";"2800";"(819) 538-0758";"Lajoie";"33";"M.";"Directeur";"63";"G9T3M1";"470, 107e Avenue Secteur Saint-Georges-de-Champlain";"4";"46.625";"-72.66";"19";"Oui";"Non";
"723152";"École La Carrière";"723000";"carriere@csrsaguenay.qc.ca";"www.csrsaguenay.qc.ca/lacarriere/index.htm";"3";"Public";"École";"4185493480";"";"(418) 541-4202";"17";"Marc";"M.";"";"25";"G7G4Y8";"245, rue Des Épervières";"2";"48.442";"-71.044";"7";"Oui";"Non";
"711002";"École Lac-au-Saumon";"711000";"lac-saumon@csmm.qc.ca";"";"3";"Public";"École";"4187783363";"7300";"(418) 629-2097";"Kabera";"Jean-Marie";"M.";"Directeur d'établissement";"72";"G0J1M0";"81, rue du Rosaire Case postale 308";"1";"46.842";"-71.537";"Lac-au-Saumon";"Oui";"Non";
"823057";"École l'Accueil";"823000";"accueil@csbe.qc.ca";"www.csbe.qc.ca/accueil/index.html";"3";"Public";"École";"4182285541";"7149";"(418) 387-2143";"Boutin";"35";"Mme.";"Directrice";"6";"G0S3G0";"1030, route du Président-Kennedy";"12";"46.393";"-71.07";"Scott";"Oui";"Non";
"714006";"École La Croisée";"714000";"direc.croisee1@cskamloup.qc.ca";"";"3";"Public";"École";"4188682392";"3820";"(418) 868-2368";"Dupont";"Claire";"Mme.";"Directrice d'écoles";"94";"G5R2H3";"10, rue Vézina";"1";"47.85";"-69.535";"53";"Oui";"Non";
"742064";"École La Croisière - Plein Soleil - Primadel";"742000";"pleinsoleil@csenergie.qc.ca";"www.csenergie.qc.ca";"3";"Public";"École";"4183655096";"7900";"(418) 365-3751";"Richer";"Raymonde";"Mme.";"Directrice d'école";"63";"G0X2G0";"511, rue Principale";"4";"46.819";"-71.969";"STAdelphe";"Oui";"Non";
"761022";"École La Dauversière";"761000";"la-dauversiere-dir@cspi.qc.ca";"www.cspi.qc.ca/ld/";"3";"Public";"École";"5147212062";"";"(514) 721-0635";"Carboni-Blais";"Gavina";"Mme.";"Directrice";"48";"H1S1L8";"5485, rue Jean-Talon";"6";"45.568";"-73.586";"0";"Oui";"Non";
"762282";"École La Dauversière";"762000";"ladauversiere@csdm.qc.ca";"www.csdm.qc.ca/ladauversiere/";"4";"Public";"École";"5145965285";"";"(514) 596-5508";"Michel (intérim)";"Sandra";"Mme.";"Directrice";"2";"H3M2T2";"11600, boulevard de l'Acadie";"6";"45.563";"-73.665";"0";"Oui";"Non";
"823048";"École la Découverte";"823000";"decouverte@csbe.qc.ca";"www.csbe.qc.ca/ladecouverte/index.html";"3";"Public";"École";"4182285541";"7146";"(418) 935-3402";"Harton";"Danielle";"Mme.";"Directrice";"6";"G0S2R0";"77, rue Langevin";"12";"46.393";"-71.07";"STEHénédine";"Oui";"Non";
"865161";"École La Farandole";"865000";"farandole@csp.qc.ca";"farandole.csp.qc.ca/";"3";"Public";"École";"4504673467";"";"(450) 467-1441";"Chauveau";"Robert";"M.";"Directeur";"14";"J3G1R7";"265, 3e Avenue";"16";"45.587";"-73.201";"McMasterville";"Oui";"Non";
"742028";"École Laflèche";"742000";"lafleche@csenergie.qc.ca";"www.csenergie.qc.ca";"2";"Public";"École";"8195367836";"";"(819) 538-1706";"Berthiaume";"8";"M.";"Directeur d'école";"63";"G9T2N6";"1321, 5e Avenue Secteur Grand-Mère";"4";"46.625";"-72.66";"19";"Oui";"Non";
"862207";"École Lafontaine";"862000";"dir.lafontaine@cssh.qc.ca";"www.cssh.qc.ca/ecoles/lafontaine/";"3";"Public";"École";"4507737162";"";"(450) 773-3990";"Cabana";"Claudine";"Mme.";"Directrice";"102";"J2S4R3";"350, avenue Sainte-Marie";"16";"45.623";"-72.957";"18";"Oui";"Non";
"751005";"École La Frontalière";"751000";"Carole.Moreau@cshc.qc.ca";"lafrontaliere.cshc.qc.ca/";"4";"Public";"École";"8198494825";"";"(819) 849-4334";"Champeau";"4";"Mme.";"Directrice";"100";"J1A1G1";"311, rue Saint-Paul Est";"5";"45.086";"-71.808";"Coaticook";"Oui";"Non";
"871014";"École la Jeunesse";"871000";"de.la_jeunesse@csriveraine.qc.ca";"";"3";"Public";"École";"8193366623";"";"(819) 336-6472";"6";"Yannick";"M.";"Directeur principal";"81";"J0C1R0";"2504, rue Saint-Joseph";"17";"45.995";"-72.348";"STEPerpétue";"Oui";"Non";
"864033";"École Lajeunesse";"864000";"lajeunesse@csmv.qc.ca";"educ.csmv.qc.ca/lajeunesse/";"3";"Public";"École";"4506717293";"";"(450) 671-7512";"Jean";"19";"Mme.";"Directrice d'école primaire";"58";"J4R2K1";"160, rue René-Philippe (LeMoyne)";"16";"45.493";"-73.5";"4";"Oui";"Non";
"763013";"École Lajoie";"763000";"direction.lajoie@csmb.qc.ca";"www2.csmb.qc.ca/lajoie/";"3";"Public";"École";"5142725723";"";"(514) 272-6644";"45";"Lucie";"Mme.";"Directrice";"84";"H2V1P3";"1276, avenue Lajoie";"6";"45.516";"-73.608";"0";"Oui";"Non";
"763210";"École Lalande";"763000";"direction.lalande@csmb.qc.ca";"www2.csmb.qc.ca/lalande/";"3";"Public";"École";"5148554238";"";"(514) 684-3330";"Laguë";"Pierre-Paul";"M.";"Directeur";"95";"H8Y2L5";"50, 3e Avenue Sud";"6";"45.507";"-73.79";"0";"Oui";"Non";
"841051";"École la Majuscule";"841000";"lamajuscule@csaffluents.qc.ca";"";"3";"Public";"École";"4504923590";"";"(450) 654-0786";"De Carufel";"Élaine";"Mme.";"Directrice";"60";"J5Z4L3";"210, rue Bertrand";"14";"45.769";"-73.474";"12";"Oui";"Non";
"791078";"École La Marée";"791000";"marie-claude.moreau@csestuaire.qc.ca";"www.csestuaire.qc.ca/ecole_la_maree.htm";"3";"Public";"École";"4185892325";"";"(418) 589-2519";"Moreau";"21";"Mme.";"Directrice";"89";"G0H1N0";"380, rue Granier";"9";"49.425";"-67.29";"Pointe-Lebel";"Oui";"Non";
"824077";"École La Martinière";"824000";"martiniere@csnavigateurs.qc.ca";"web.csdn.qc.ca/ecole-fiche/239";"3";"Public";"École";"4188342482";"";"(418) 831-0119";"Amyot";"Marc";"M.";"Directeur";"27";"G7A1Y5";"520, rue de la Sorbonne Saint-Nicolas";"12";"46.703";"-71.313";"8";"Oui";"Non";
"761023";"École Lambert-Closse";"761000";"lambert-closse-dir@cspi.qc.ca";"www.cspi.qc.ca/lc/";"3";"Public";"École";"5142554166";"";"(514) 255-6086";"48";"0";"M.";"Directeur";"48";"H1S1R6";"6105, rue La Dauversière";"6";"45.568";"-73.586";"0";"Oui";"Non";
"762115";"École Lambert-Closse";"762000";"lclosse@csdm.qc.ca";"www.csdm.qc.ca/LClosse/";"3";"Public";"École";"5145965890";"";"(514) 596-3463";"Corbeil";"Luc";"M.";"";"74";"H2T2X5";"5840, rue Saint-Urbain";"6";"45.525";"-73.591";"0";"Oui";"Non";
"762105";"École La Mennais";"762000";"lamennais@csdm.qc.ca";"www.csdm.qc.ca/la_mennais/";"3";"Public";"École";"5145965288";"";"(514) 596-5869";"Bellerose";"Line";"Mme.";"Dir.";"38";"H2S2S1";"6521, rue Saint-Denis";"6";"45.536";"-73.606";"0";"Oui";"Non";
"824150";"École La Mennais";"824000";"lamennais@csnavigateurs.qc.ca";"https://www.csdn.qc.ca/Ecole_la_Mennais_-_Site_Web/Accueil.html";"3";"Public";"École";"4187960502";"";"(418) 926-3231";"Whittom";"1";"M.";"Directeur";"65";"G0S2H0";"105, rue Laflamme";"12";"46.393";"-71.07";"STECroix";"Oui";"Non";
"841101";"École La Mennais";"841000";"lamennais@csaffluents.qc.ca";"www.csaffluents.qc.ca/wlamen/LaMen.html";"3";"Public";"École";"4504923598";"";"(450) 474-1161";"Dufresne";"Bruno";"M.";"Directeur";"71";"J7K3B8";"2881, rue Sainte-Marie";"14";"45.76";"-73.614";"25";"Oui";"Non";
