"Code d'organisme";"Nom courant";"Nom d'organisme officiel";"Code organisme responsable";"Nom d'organisme responsable";"Adresse de courrier electronique";"Adresse de site WEB";"Direction régionale";"Région administrative";"Ordre d'appartenance";"Réseau d'enseignement";"Type d'organisme";"Numéro de téléphone";"Numéro de poste téléphone";"Numéro de télécopieur";"Numéro - nom de rue et casier postal de l'adresse géographique";"Municipalité de l'adresse géographique";"Province de l'adresse géographique";"Code postal de l'adresse géographique";"Numéro - nom de rue et casier postal de l'adresse postale";"Municipalité de l'adresse postale";"Province de l'adresse postale";"Code postal de l'adresse postale";"Circonscription électorale provinciale";"Code de municipalité ISQ";"Fonction";"Titre de l'intervenant";"Titre court";"Appellation";"Nom du directeur";"Prénom du directeur";"Préscolaire";"Primaire";"Secondaire";"Éducation des adultes";"Formation professionnelle";"Collégial";"Universitaire";"Français";"Anglais";"Autres";
"851285";"École du Ruisselet";"École du Ruisselet";"851000";"CS de la Seigneurie-des-Mille-Îles";"";"";"Laval Laurentides Lanaudière";"Laurentides";"Préscolaire, primaire";"Public";"École";"(450) 434-8896";"";"";"65, boulevard de Chambord";"Lorraine";"Québec";"J6Z 4X1";"65, boulevard de Chambord";"Lorraine";"Québec";"J6Z 4X1";"Blainville";"73025";"Directeur";"Directrice";"Directrice";"Mme.";"Gonthier";"Isabelle";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"842008";"École Dusablé";"École Dusablé";"842000";"CS des Samares";"dusable.008@cssamares.qc.ca";"www.cssamares.qc.ca";"Laval Laurentides Lanaudière";"Lanaudière";"Préscolaire, primaire";"Public";"École";"(450) 758-3583";"";"(450) 885-1233";"601, rue Dusablé";"Saint-Barthélemy";"Québec";"J0K 1X0";"601, rue Dusablé";"Saint-Barthélemy";"Québec";"J0K 1X0";"Berthier";"52055";"Directeur";"Directeur";"DIR";"M.";"Beaudoin";"François";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"752024";"École du Sacré-Coeur";"École du Sacré-Coeur";"752000";"CS de la Région-de-Sherbrooke";"sacrecoeur@csrs.qc.ca";"http://www.csrs.qc.ca/etablissements";"Estrie";"Estrie";"Primaire";"Public";"École";"(819) 822-5690";"32406";"(819) 822-5543";"137, rue Gillespie";"Sherbrooke";"Québec";"J1H 4W9";"137, rue Gillespie";"Sherbrooke";"Québec";"J1H 4W9";"Sherbrooke";"43027";"Directeur";"Directrice";"Directrice";"Mme.";"Proulx";"Lyne";"Non";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"773021";"École du Sacré-Coeur";"École du Sacré-Coeur";"773000";"CS au Coeur-des-Vallées";"eco021@cscv.qc.ca";"";"Outaouais";"Outaouais";"Préscolaire, primaire";"Public";"École";"(819) 986-8296";"";"(819) 986-2891";"420, rue du Progrès";"Gatineau";"Québec";"J8M 1T3";"420, rue du Progrès";"Gatineau";"Québec";"J8M 1T3";"Papineau";"81017";"Directeur";"Directeur d'école";"Directeur d'école";"M.";"Morin";"Charles";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"752026";"École du Saint-Esprit";"École du Saint-Esprit";"752000";"CS de la Région-de-Sherbrooke";"saintesprit@csrs.qc.ca";"http://www.csrs.qc.ca/etablissements";"Estrie";"Estrie";"Préscolaire, primaire";"Public";"École";"(819) 822-5670";"32606";"(819) 822-6862";"2425, rue Galt Ouest";"Sherbrooke";"Québec";"J1K 1L1";"2425, rue Galt Ouest";"Sherbrooke";"Québec";"J1K 1L1";"Sherbrooke";"43027";"Directeur";"Directrice";"Directrice";"Mme.";"Godin";"Isabelle";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"763037";"École du Sas";"École du Sas";"763000";"CS Marguerite-Bourgeoys";"sas@csmb.qc.ca";"www.csmb.qc.ca/sas";"Montréal";"Montréal";"Secondaire";"Public";"École";"(514) 275-3353";"";"";"500, boulevard Dollard";"Montréal";"Québec";"H2V 3G2";"500, boulevard Dollard";"Montréal";"Québec";"H2V 3G2";"Outremont";"66023";"Directeur";"Directeur";"Directeur";"M.";"Ouici";"Salah Dine";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"690530";"École du show-business";"École du show-business";"";"";"info@ecoledushowbusiness.com";"http://www.ecoledushowbusiness.com";"Montréal";"Montréal";"Collégial";"Privé";"Collège privé";"(514) 271-2244";"";"(514) 271-2434";"1922, rue Ste-Catherine Ouest 6e étage";"Montréal";"Québec";"H3H 1M4";"1922, rue Ste-Catherine Ouest 6e étage";"Montréal";"Québec";"H3H 1M4";"Laurier-Dorion";"66023";"Directeur général";"Directeur Général";"";"M.";"HAJIBI";"NOUR EDDINE";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";"Non";
"752017";"École du Soleil-Levant";"École du Soleil-Levant";"752000";"CS de la Région-de-Sherbrooke";"soleillevant@csrs.qc.ca";"http://www.csrs.qc.ca/etablissements";"Estrie";"Estrie";"Préscolaire, primaire";"Public";"École";"(819) 822-5664";"31706";"(819) 822-5490";"830, rue Buck";"Sherbrooke";"Québec";"J1J 3L5";"830, rue Buck";"Sherbrooke";"Québec";"J1J 3L5";"Sherbrooke";"43027";"Directeur";"";"Directrice";"Mme.";"Khennache";"Louisa";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"841129";"École du Soleil-Levant";"École du Soleil-Levant";"841000";"CS des Affluents";"dusoleil-levant@csaffluents.qc.ca";"";"Laval Laurentides Lanaudière";"Lanaudière";"Préscolaire, primaire";"Public";"École";"(450) 492-3741";"1129";"(450) 966-1393";"3400, rue Champlain";"Mascouche";"Québec";"J7K 3M9";"3400, rue Champlain";"Mascouche";"Québec";"J7K 3M9";"Masson";"64015";"Directeur";"Directrice";"Directrice";"Mme.";"Beaulieu";"Johanne";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"734010";"École du Sous-Bois";"École du Sous-Bois";"734000";"CS des Premières-Seigneuries";"sousbois@csdps.qc.ca";"";"Capit.-Nation. et Chaud.-App.";"Capitale-Nationale";"Préscolaire, primaire";"Public";"École";"(418) 666-6212";"";"(418) 666-4586";"143, rue des Feux-Follets";"Québec";"Québec";"G1B 1K8";"143, rue des Feux-Follets";"Québec";"Québec";"G1B 1K8";"Montmorency";"23027";"Directeur";"Directrice d'école";"Directrice";"Mme.";"Taillon";"Émilie";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"823089";"École du Sud-de-la-Beauce";"École du Sud-de-la-Beauce";"823000";"CS de la Beauce-Etchemin";"joyeux-compagnons@csbe.qc.ca";"http://www.csbe.qc.ca/nazareth/index.htm";"Capit.-Nation. et Chaud.-App.";"Chaudière-Appalaches";"Préscolaire, primaire";"Public";"École";"(418) 228-5541";"7167";"(418) 582-3092";"119, 3e Avenue";"Saint-Gédéon-de-Beauce";"Québec";"G0M 1T0";"119, 3e Avenue Case postale 400";"Saint-Gédéon-de-Beauce";"Québec";"G0M 1T0";"Beauce-Sud";"29013";"Directeur";"Directrice";"Directrice";"Mme.";"Poulin";"Chantal";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"752151";"École du Touret";"École du Touret";"752000";"CS de la Région-de-Sherbrooke";"touret@csrs.qc.ca";"http://www.csrs.qc.ca/etablissements";"Estrie";"Estrie";"Préscolaire, primaire, secondaire";"Public";"École";"(819) 822-5577";"15111";"(819) 822-5310";"4076, boulevard de l'Université";"Sherbrooke";"Québec";"J1N 2Y1";"4076, boulevard de l'Université";"Sherbrooke";"Québec";"J1N 2Y1";"Sherbrooke";"43027";"Directeur";"Directrice";"Directrice";"Mme.";"Boucher";"Isabelle";"Oui";"Oui";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"867081";"École du Tournant";"École du Tournant";"867000";"CS des Grandes-Seigneuries";"dutournant@csdgs.qc.ca";"";"Montérégie";"Montérégie";"Secondaire";"Public";"École";"(514) 380-8899";"4811";"(450) 633-0329";"65, montée Saint-Régis";"Saint-Constant";"Québec";"J5A 1X9";"65, montée Saint-Régis";"Saint-Constant";"Québec";"J5A 1X9";"Sanguinet";"67035";"Directeur";"Directeur d'école";"Directeur";"M.";"Lapalme";"Dominique";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"822020";"École du Tournesol";"École du Tournesol";"822000";"CS des Appalaches";"ecole_tournesol@csappalaches.qc.ca";"http://www.csappalaches.qc.ca";"Capit.-Nation. et Chaud.-App.";"Chaudière-Appalaches";"Préscolaire, primaire";"Public";"École";"(418) 338-7800";"3500";"(418) 338-0275";"285, rue Houle Est";"Thetford Mines";"Québec";"G6G 5W2";"285, rue Houle Est";"Thetford Mines";"Québec";"G6G 5W2";"Lotbinière-Frontenac";"31084";"Directeur";"";"";"M.";"Drouin";"Pierre";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"824090";"École du Tournesol";"École du Tournesol";"824000";"CS des Navigateurs";"tournesol@csnavigateurs.qc.ca";"http://web.csdn.qc.ca/node/4441";"Capit.-Nation. et Chaud.-App.";"Chaudière-Appalaches";"Préscolaire, primaire";"Public";"École";"(418) 834-2481";"";"(418) 831-5882";"1219, 1re Avenue Saint-Rédempteur";"Lévis";"Québec";"G6K 1E9";"1219, 1re Avenue Saint-Rédempteur";"Lévis";"Québec";"G6K 1E9";"Chutes-de-la-Chaudière";"25213";"Directeur";"Directrice";"Directrice";"Mme.";"Martel";"Lyne";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"864060";"École du Tournesol";"École du Tournesol";"864000";"CS Marie-Victorin";"dutournesol@csmv.qc.ca";"http://educ.csmv.qc.ca/dutournesol/";"Montérégie";"Montérégie";"Préscolaire, primaire";"Public";"École";"(450) 674-9145";"";"(450) 674-0055";"2515, rue Boulogne";"Longueuil";"Québec";"J4L 4A3";"2515, rue Boulogne";"Longueuil";"Québec";"J4L 4A3";"Marie-Victorin";"58227";"Directeur";"Directrice d'école primaire";"Directrice";"Mme.";"Jean";"Sonia";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"865277";"École du Tourne-Vent";"École du Tourne-Vent";"865000";"CS des Patriotes";"tournevent@csp.qc.ca";"http://tourne-vent.csp.qc.ca/";"Montérégie";"Montérégie";"Préscolaire, primaire";"Public";"École";"(450) 645-2353";"0103";"(450) 649-0753";"2300, rue de Genève";"Sainte-Julie";"Québec";"J3E 2J1";"2300, rue de Genève";"Sainte-Julie";"Québec";"J3E 2J1";"Verchères";"59010";"Directeur";"Directeur";"Dir.";"M.";"Cardin";"Daniel";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"851214";"École du Trait-d'Union";"École du Trait-d'Union";"851000";"CS de la Seigneurie-des-Mille-Îles";"philippelabelle@cssmi.qc.ca";"http://www.cssmi.qc.ca/etablissements/du_trait-dunion/";"Laval Laurentides Lanaudière";"Laurentides";"Préscolaire, primaire";"Public";"École";"(450) 433-5505";"";"(450) 433-5507";"66, rue Saint-Stanislas";"Sainte-Thérèse";"Québec";"J7E 3M7";"66, rue Saint-Stanislas";"Sainte-Thérèse";"Québec";"J7E 3M7";"Groulx";"73010";"Directeur";"Directrice d'école";"Directrice";"Mme.";"Trottier";"Louise";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"821135";"École du Tremplin";"École du Tremplin";"821000";"CS de la Côte-du-Sud";"le-tremplin@cscotesud.qc.ca";"www.cscotesud.qc.ca/section/etablissement/primaire/pole03/135_tremplin.html";"Capit.-Nation. et Chaud.-App.";"Chaudière-Appalaches";"Préscolaire, primaire";"Public";"École";"(418) 883-3015";"";"(418) 883-2534";"118, rue de la Fabrique";"Saint-Lazare-de-Bellechasse";"Québec";"G0R 3J0";"118, rue de la Fabrique";"Saint-Lazare-de-Bellechasse";"Québec";"G0R 3J0";"Bellechasse";"19050";"Directeur";"Directrice d'école";"Directrice";"Mme.";"Labrie";"Karine";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"752116";"École du Triolet";"École du Triolet";"752000";"CS de la Région-de-Sherbrooke";"triolet@csrs.qc.ca";"http://www.csrs.qc.ca/etablissements";"Estrie";"Estrie";"Secondaire";"Public";"École";"(819) 822-5388";"11631";"(819) 822-4907";"2965, boulevard de l'Université";"Sherbrooke";"Québec";"J1K 2X6";"2965, boulevard de l'Université";"Sherbrooke";"Québec";"J1K 2X6";"Sherbrooke";"43027";"Directeur";"Directeur";"";"M.";"St-Jean";"Martin";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"734007";"École du Trivent";"École du Trivent";"734000";"CS des Premières-Seigneuries";"letrivent@csdps.qc.ca";"";"Capit.-Nation. et Chaud.-App.";"Capitale-Nationale";"Préscolaire, primaire";"Public";"École";"(418) 821-8044";"";"(418) 825-3668";"3, rue du Couvent";"Sainte-Brigitte-de-Laval";"Québec";"G0A 3K0";"3, rue du Couvent";"Sainte-Brigitte-de-Laval";"Québec";"G0A 3K0";"Montmorency";"22045";"Directeur";"Directrice d'école";"Directrice";"Mme.";"Lefrançois";"Denise";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"753036";"École du Val-de-Grâce";"École du Val-de-Grâce";"753000";"CS des Sommets";"valdegrace@csdessommets.qc.ca";"";"Estrie";"Estrie";"Préscolaire, primaire";"Public";"École";"(819) 847-1610";"13601";"(450) 297-0282";"500, rue Principale";"Eastman";"Québec";"J0E 1P0";"500, rue Principale";"Eastman";"Québec";"J0E 1P0";"Orford";"45093";"Directeur";"";"";"M.";"Gauvin";"Robert";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"854007";"École du Val-des-Lacs";"École du Val-des-Lacs";"854000";"CS Pierre-Neveu";"ducharme.nathalie@cspn.qc.ca";"";"Laval Laurentides Lanaudière";"Laurentides";"Préscolaire, primaire";"Public";"École";"(819) 623-3137";"";"(819) 623-9161";"1420, boulevard des Ruisseaux";"Mont-Laurier";"Québec";"J9L 0H6";"1420, boulevard des Ruisseaux";"Mont-Laurier";"Québec";"J9L 0H6";"Labelle";"79088";"Directeur";"Directrice";"";"Mme.";"Pilon";"Colette";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"869002";"École du Val-des-Prés";"École du Val-des-Prés";"869000";"CS des Trois-Lacs";"sacre-coeur@cstrois-lacs.qc.ca";"http://www.cstrois-lacs.qc.ca/3e";"Montérégie";"Montérégie";"Préscolaire, primaire";"Public";"École";"(450) 267-3454";"3320";"(450) 265-3252";"1228, chemin de l'Église";"Saint-Polycarpe";"Québec";"J0P 1X0";"1228, chemin de l'Église";"Saint-Polycarpe";"Québec";"J0P 1X0";"Soulanges";"71020";"Directeur";"Directeur d'écoles";"Directeur";"M.";"Lecompte";"Pierre-Yves";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"732018";"École du Val-Joli";"École du Val-Joli";"732000";"CS de la Capitale";"ecole.vjoli@cscapitale.qc.ca";"http://recitcscapitale.ca/vjblog/";"Capit.-Nation. et Chaud.-App.";"Capitale-Nationale";"Préscolaire, primaire";"Public";"École";"(418) 686-4040";"4018";"(418) 847-7266";"1735, boulevard Pie-XI Nord";"Québec";"Québec";"G3J 1L6";"1735, boulevard Pie-XI Nord";"Québec";"Québec";"G3J 1L6";"La Peltrie";"23027";"Directeur";"Directrice";"Directrice";"Mme.";"Cantin";"Francine";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"771021";"École du Vallon";"École du Vallon";"771000";"CS des Draveurs";"vallon@csdraveurs.qc.ca";"http:www.csdraveurs.qc.ca/vallon";"Outaouais";"Outaouais";"Préscolaire, primaire";"Public";"École";"(819) 246-1992";"";"(819) 246-3992";"88, rue de Cannes";"Gatineau";"Québec";"J8V 2M4";"88, rue de Cannes";"Gatineau";"Québec";"J8V 2M4";"Gatineau";"81017";"Directeur";"";"";"M.";"Pacheco";"Denis";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"723137";"École Du Vallon";"École Du Vallon";"723000";"CS des Rives-du-Saguenay";"vallon@csrsaguenay.qc.ca";"www.csrsaguenay.qc.ca/duvallon/index.html";"Saguenay  Lac-Saint-Jean";"Saguenay--Lac-Saint-Jean";"Préscolaire, primaire";"Public";"École";"(418) 615-0063";"";"(418) 272-2408";"54, rue Tremblay";"Petit-Saguenay";"Québec";"G0V 1N0";"54, rue Tremblay";"Petit-Saguenay";"Québec";"G0V 1N0";"Dubuc";"94205";"Directeur";"Directrice";"";"Mme.";"Bellemare";"Brigitte";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"873004";"École Duvernay";"École Duvernay";"873000";"CS des Chênes";"direction.duvernay@csdeschenes.qc.ca";"http://duvernay.csdc.qc.ca/";"Mauricie Centre-du-Québec";"Centre-du-Québec";"Préscolaire, primaire, secondaire";"Public";"École";"(819) 474-0704";"";"(819) 474-0840";"1355, rue Duvernay";"Drummondville";"Québec";"J2B 2R8";"1355, rue Duvernay";"Drummondville";"Québec";"J2B 2R8";"Drummond--Bois-Francs";"49058";"Directeur";"Directrice";"Directrice";"Mme.";"Michaud";"Mélanie";"Oui";"Oui";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"733016";"École du Versant";"École du Versant";"733000";"CS des Découvreurs";"n-d-de-foy@csdecou.qc.ca";"http://www.csdecou.qc.ca/de-foy";"Capit.-Nation. et Chaud.-App.";"Capitale-Nationale";"Préscolaire, primaire";"Public";"École";"(418) 652-2101";"3830";"(418) 652-2467";"762, rue Jacques-Berthiaume";"Québec";"Québec";"G1V 3T1";"762, rue Jacques-Berthiaume";"Québec";"Québec";"G1V 3T1";"Jean-Talon";"23027";"Directeur";"Directrice";"Directrice";"Mme.";"Fortin";"Manon";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"724048";"École Du Versant";"École Du Versant";"724000";"CS De La Jonquière";"du-versant@csjonquiere.qc.ca";"";"Saguenay  Lac-Saint-Jean";"Saguenay--Lac-Saint-Jean";"Préscolaire, primaire";"Public";"École";"(418) 547-4485";"3425";"(418) 547-4256";"777, rue Gauthier";"Larouche";"Québec";"G0W 1Z0";"777, rue Gauthier";"Larouche";"Québec";"G0W 1Z0";"Lac-Saint-Jean";"94265";"Directeur";"Directrice";"Directrice";"Mme.";"Côté";"Marie-Josée";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"741002";"École du Versant-de-la-Batiscan";"École du Versant-de-la-Batiscan";"741000";"CS du Chemin-du-Roy";"st-gab@csduroy.qc.ca";"http://www.csduroy.qc.ca/st-gabriel/index.htm";"Mauricie Centre-du-Québec";"Mauricie";"Préscolaire, primaire";"Public";"École";"(819) 840-4311";"";"(418) 328-3416";"1385, rue Principale";"Saint-Stanislas";"Québec";"G0X 3E0";"1385, rue Principale";"Saint-Stanislas";"Québec";"G0X 3E0";"Champlain";"37245";"Directeur";"Directeur";"Directeur";"M.";"Carrier";"Sylvain";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"841127";"École du Vieux-Chêne";"École du Vieux-Chêne";"841000";"CS des Affluents";"duvieux-chene@csaffluents.qc.ca";"www.csaffluents.qc.ca/wvchene/index.html";"Laval Laurentides Lanaudière";"Lanaudière";"Préscolaire, primaire";"Public";"École";"(450) 492-3739";"1127";"(450) 492-7334";"99, Croissant Matapédia";"Terrebonne";"Québec";"J6W 5H2";"99, Croissant Matapédia";"Terrebonne";"Québec";"J6W 5H2";"Terrebonne";"64008";"Directeur";"Directrice";"Directrice";"Mme.";"Caron";"Paulette";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"772011";"École du Vieux-Verger";"École du Vieux-Verger";"772000";"CS des Portages-de-l'Outaouais";"ecole.du.vieux-verger@cspo.qc.ca";"http://www.cspo.qc.ca/ecole/vieuxverger/default.htm";"Outaouais";"Outaouais";"Préscolaire, primaire";"Public";"École";"(819) 684-0222";"";"(819) 684-0321";"550, boulevard Wilfrid Lavigne";"Gatineau";"Québec";"J9H 6L5";"550, boulevard Wilfrid Lavigne";"Gatineau";"Québec";"J9H 6L5";"Pontiac";"81017";"Directeur";"Directrice par intérim";"Directrice";"Mme.";"Montambeault";"Lison";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"732019";"École du Vignoble";"École du Vignoble";"732000";"CS de la Capitale";"ecole.vignoble@cscapitale.qc.ca";"http://cscapitale-ecole-duvignoble.ca/";"Capit.-Nation. et Chaud.-App.";"Capitale-Nationale";"Préscolaire, primaire";"Public";"École";"(418) 686-4040";"4019";"(418) 847-7259";"6300, rue de Montrachet";"Québec";"Québec";"G3E 2A6";"6300, rue de Montrachet";"Québec";"Québec";"G3E 2A6";"Chauveau";"23027";"Directeur";"Directeur";"Directeur";"M.";"Fournier";"Marc";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"823012";"École d'Youville-Lambert";"École d'Youville-Lambert";"823000";"CS de la Beauce-Etchemin";"lambert@csbe.qc.ca";"http://www.csbe.qc.ca/youville_lambert/index.htm";"Capit.-Nation. et Chaud.-App.";"Chaudière-Appalaches";"Préscolaire, primaire";"Public";"École";"(418) 228-5541";"7120";"(418) 397-6708";"155, rue Sainte-Christine";"Saint-Joseph-de-Beauce";"Québec";"G0S 2V0";"155, rue Sainte-Christine";"Saint-Joseph-de-Beauce";"Québec";"G0S 2V0";"Beauce-Nord";"27043";"Directeur";"Directeur";"Directeur";"M.";"Nadeau";"Martin";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"886023";"École Eardley";"École Eardley";"886000";"CS Western Québec";"eardley@wqsb.qc.ca";"http://www.wqsb.qc.ca/Schools/eardley_fr.htm";"Outaouais";"Outaouais";"Préscolaire, primaire";"Public";"École";"(819) 684-5955";"";"(819) 684-1636";"180, rue North";"Gatineau";"Québec";"J9H 6Y9";"180, rue North";"Gatineau";"Québec";"J9H 6Y9";"Pontiac";"81017";"Directeur";"";"";"M.";"Mason";"Ralph";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";
"887007";"École East Hill";"École East Hill";"887000";"CS English-Montréal";"easthill@emsb.qc.ca";"http://www.emsb.qc.ca/easthill";"Montréal";"Montréal";"Préscolaire, primaire";"Public";"École";"(514) 494-3202";"";"(514) 494-3153";"10350, boulevard Perras";"Montréal";"Québec";"H1C 2H1";"10350, boulevard Perras";"Montréal";"Québec";"H1C 2H1";"LaFontaine";"66023";"Directeur";"Directrice";"";"Mme.";"Lusignan";"Myrianne";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";
"868038";"École Edgar-Hébert";"École Edgar-Hébert";"868000";"CS de la Vallée-des-Tisserands";"edgar-hebert@csvt.qc.ca";"http://www.csvt.qc.ca/edgarhebert";"Montérégie";"Montérégie";"Secondaire";"Public";"École";"(450) 371-2008";"3800";"(450) 371-4365";"161, rue Saint-Thomas";"Salaberry-de-Valleyfield";"Québec";"J6T 4K1";"161, rue Saint-Thomas";"Salaberry-de-Valleyfield";"Québec";"J6T 4K1";"Beauharnois";"70052";"Directeur";"Directeur";"";"M.";"Mercier";"Joël";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"887008";"École Edinburgh";"École Edinburgh";"887000";"CS English-Montréal";"edinburgh@emsb.qc.ca";"http://www.emsb.qc.ca/edinburgh";"Montréal";"Montréal";"Préscolaire, primaire";"Public";"École";"(514) 486-0981";"";"(514) 486-6846";"500, avenue Hudson";"Montréal-Ouest";"Québec";"H4X 1X1";"500, avenue Hudson";"Montréal-Ouest";"Québec";"H4X 1X1";"Notre-Dame-de-Grâce";"66047";"Directeur";"Directrice";"Ms.";"Mme.";"Marotta";"Sonia   (Interim)";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";
"763007";"École Édouard-Laurin";"École Édouard-Laurin";"763000";"CS Marguerite-Bourgeoys";"direction.edouard-laurin@csmb.qc.ca";"";"Montréal";"Montréal";"Préscolaire, primaire";"Public";"École";"(514) 744-1422";"";"(514) 744-6088";"1085, rue Tassé";"Montréal";"Québec";"H4L 1P7";"1085, rue Tassé";"Montréal";"Québec";"H4L 1P7";"Acadie";"66023";"Directeur";"Directrice";"";"Mme.";"Roy";"Sonia";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"762256";"École Édouard-Montpetit";"École Édouard-Montpetit";"762000";"CS de Montréal";"edmont@csdm.qc.ca";"http://www.csdm.qc.ca/EMontpetit/";"Montréal";"Montréal";"Secondaire";"Public";"École";"(514) 596-4140";"";"(514) 596-7415";"6200, avenue Pierre-De Coubertin";"Montréal";"Québec";"H1N 1S4";"6200, avenue Pierre-De Coubertin";"Montréal";"Québec";"H1N 1S4";"Bourget";"66023";"Directeur";"Directeur";"Directeur";"M.";"Forest";"Patrice";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"887009";"École Edward Murphy";"École Edward Murphy";"887000";"CS English-Montréal";"emurphy@emsb.qc.ca";"http://emurphy.netwired.ca";"Montréal";"Montréal";"Préscolaire, primaire";"Public";"École";"(514) 259-8883";"";"(514) 259-9993";"6800, avenue Pierre-de-Coubertin";"Montréal";"Québec";"H1N 1T2";"6800, avenue Pierre-de-Coubertin";"Montréal";"Québec";"H1N 1T2";"Bourget";"66023";"Directeur";"Directrice";"";"Mme.";"Cristiano";"Franca";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";
"762081";"École Élan";"École Élan";"762000";"CS de Montréal";"elan@csdm.qc.ca";"http://www.csdm.qc.ca/elan/";"Montréal";"Montréal";"Préscolaire, primaire";"Public";"École";"(514) 596-7299";"";"(514) 596-7979";"3450, avenue De Lorimier";"Montréal";"Québec";"H2K 3X6";"3450, avenue De Lorimier";"Montréal";"Québec";"H2K 3X6";"Sainte-Marie--Saint-Jacques";"66023";"Directeur";"Directrice";"Dir.";"Mme.";"Beaulac";"Nathalie";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"759004";"École Voyageur Memorial Elementary Schoo";"École Élémentaire Mémoriale Voyageur";"759000";"CS Crie";"";"";"Abit.-Témisc. Nord-du-Québec";"Nord-du-Québec";"Préscolaire, primaire";"Public";"École";"(418) 923-3485";"";"(418) 923-3959";"227, rue Amisk";"Mistissini";"Québec";"G0W 1C0";"227, rue Amisk";"Mistissini";"Québec";"G0W 1C0";"Ungava";"99030";"Directeur";"directrice";"directrice";"Mme.";"Schoof";"Serena";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";
